NumberID,Smile,Class
234,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCNc4c5c(nc6ccccc46)CCCC5)c3C(C1)C2.Cl,active
235,CCC1=CC2Cc3nc4cc(Cl)cc(Cl)c4c(N)c3C(C1)C2,active
236,CNC(=O)Oc1cccc(CN(C)CCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,active
237,c1ccc2c(NCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,active
238,CNC(=O)Oc1cccc(CN(C)CCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,active
239,O=C(CCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)NC12CC3CC(F)(CC(C1)c1ccccc13)C2,active
240,FC12CC3CC(NCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)(CC(C1)c1ccccc13)C2,active
241,CCN(CCCCCCn1c(=O)c(=O)n(CCCCCCN(CC)Cc2ccccc2OC)c2ccccc21)Cc1ccccc1OC,active
242,CC(=O)NCCc1c[nH]c2ccc(OC(=O)NCCCCCCCCCCNc3c4c(nc5ccc(Cl)cc35)CCCC4)cc12,active
243,CC1=CC2Cc3nc4ccccc4c(NCCCCCCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3C(C1)C2,active
244,Nc1ccc2c(c1)c(-c1ccccc1)[n+](CCCNCCCNCCCNc1c3c(nc4ccccc14)CCCC3)c1cc(N)ccc21.[Cl-],active
245,O=C(CCOCCc1c[nH]c2ccccc12)NCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,active
246,CN1CCC(CCCC2Cc3ccccc3C2=O)CC1,active
247,CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccccc2OC)=CC1=O)Cc1ccccc1OC,active
248,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3C(C1)C2.Cl,active
249,Clc1ccc2c(NCCCNCCCCCOc3cccc4[nH]c5ccccc5c34)c3c(nc2c1)CCCC3,active
250,Nc1ccc2c(c1)c(-c1ccccc1)[n+](CCCNCCCNCCCNc1c3c(nc4ccccc14)CCCC3)c1cc(N)ccc21,active
251,CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccccc2OC)=CC1=O)Cc1ccccc1OC,active
252,Nc1ccc2c(c1)c(-c1ccccc1)[n+](CCCNCCCNCCCNc1c3c(nc4ccccc14)CCCC3)c1cc(N)ccc21,active
253,CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccccc2OC)=CC1=O)Cc1ccccc1OC,active
254,CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccccc2OC)=CC1=O)Cc1ccccc1OC,active
255,CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccccc2OC)=CC1=O)Cc1ccccc1OC,active
256,CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccccc2OC)=CC1=O)Cc1ccccc1OC,active
257,c1ccc2c(NCCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,active
258,c1ccc2c(NCCCCCCCCNc3c4c(nc5ccccc35)CCCCC4)c3c(nc2c1)CCCCC3,active
259,c1ccc2c(NCCCCCSSCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,active
260,COc1cc2oc(-c3ccc(NCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)cc3)cc(=O)c2c(OC)c1OC,active
261,Clc1ccc2c(NCCCNCCCCOc3cccc4[nH]c5ccccc5c34)c3c(nc2c1)CCCC3,active
262,CCC1=CC2Cc3nc4cc(F)cc(F)c4c(N)c3C(C1)C2,active
263,COc1cc2oc(C(=O)NCCCCCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc(=O)c2cc1OC.Cl,active
264,Nc1c2c(nc3cc(Cl)ccc13)CCCC2,active
265,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)C/C(=C\c2cc(OC)c(OC)c(OC)c2)C3=O)c1,active
266,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)C/C(=C\c2cc(O)c(O)c(O)c2)C3=O)c1,active
267,Cc1ccc(O)cc1,active
268,Nc1c2c(nc3cc(Cl)ccc13)CCCC2,active
269,O=C(CCCNc1c2c(nc3ccccc13)CCCC2)CCCNc1c2c(nc3ccccc13)CCCC2,active
270,CC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2,active
271,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCNc4c5c(nc6ccccc46)CCCC5)c3C(C1)C2.Cl.Cl.Cl,active
272,c1cnc2nc3c(c(NCCCCCCCCNc4c5c(nc6ncccc46)CCCC5)c2c1)CCCC3,active
273,COc1cc2oc(-c3ccc(NCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)cc3)cc(=O)c2c(OC)c1OC,active
274,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCCCCNc4c5c(nc6ccccc46)CCCC5)c3C(C1)C2,active
275,O=C1C=C(NCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)C(=O)c2ccccc21,active
276,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)O/C(=C\c2ccccc2)C3=O)c1,active
277,Cc1ccccc1CN1CCC(C)CC1,active
278,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,active
279,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,active
280,Nc1c2c(nc3cc(Cl)ccc13)CCCC2,active
281,CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,active
282,O=[N+]([O-])OCCNCCCNc1c2c(nc3ccccc13)CCCC2,active
283,CCc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C.O=C(O)C(O)C(O)C(=O)O,active
284,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C.O=C(O)C(O)C(O)C(=O)O,active
285,CCOc1ccc(Cc2nc3cc(C(=O)NCCCCNc4c5c(nc6ccccc46)CCCC5)ccc3n2CCC(C)C)cc1,active
286,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,active
287,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,active
288,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C,active
289,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,active
290,CCc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,active
291,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,active
292,COc1ccc2c(c1)CCC(Cc1cc[n+](Cc3ccccc3C)cc1C(C)=O)C2=O.[Br-],active
293,CN1CCc2cc(C(=O)CCC3CCN(Cc4ccccc4)CC3)ccc21,active
294,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,active
295,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,active
296,CCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1C2,active
297,CCc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,active
298,Nc1c2c(nc3cc(Cl)ccc13)CCCC2,active
299,[Br-].[Br-].c1ccc2c(c1)ccc[n+]2CCCCCCCCCCC[n+]1cccc2ccccc21,active
300,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,active
301,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,active
302,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,active
303,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,active
304,Cc1ccccc1C,active
305,c1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)ccnc2c1,active
306,CC1=CC2Cc3nc4ccccc4c(NCCCCCCCCCCCCNc4c5c(nc6ccccc46)CCCC5)c3C(C1)C2,active
307,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C,active
308,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C,active
309,COc1cc2cc(-c3ccc(C[N+](C)(C)Cc4ccccc4)cc3)c(=O)oc2cc1OC.[I-],active
310,CCCCCCCCNCC(=O)Nc1ccc2nc3n(c(=O)c2c1)CCC3,active
311,c1ccc2oc(CNCCCCCCCNc3c4c(nc5ccccc35)CCC4)cc2c1,active
312,Cn1cc(C(=O)NCCCCCCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)c2ccccc21,active
313,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCNC1N2,active
314,CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1OC)Cc1ccccc1OC,active
315,CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1OC)Cc1ccccc1OC,active
316,O=C(N1CCCCC1)n1nc(-c2ccc(Cl)cc2)nc1SCC1CC1,active
317,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,active
318,C[N+]1(Cc2ccccc2)CCC(CCC(=O)c2ccc3c(c2)OCCO3)CC1,active
319,CNC(=O)Oc1ccc2c(c1)c(C)cn2Nc1ccncc1F,active
320,Cc1ccc2c(N)c3c(nc2c1)CCCC3,active
321,CN1CC[C@@]23C=C[C@H](O)C[C@@H]2Oc2c(O)ccc(c23)C1,active
322,COc1cccc(CCCCCc2cccc(OC)[n+]2C)[n+]1C.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F,active
323,Oc1ccc(CNc2c3c(nc4ccccc24)CCCC3)cc1O,active
324,[Br-].[Br-].c1ccc2c[n+](CCCCCCCCCCC[n+]3ccc4ccccc4c3)ccc2c1,active
325,CSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N(C)C,active
326,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NCCCCCCNc1c3c(nc4cc(Cl)ccc14)CCCC3)O2,active
327,Cc1ccc([N+](=O)[O-])cc1,active
328,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,active
329,CCCCCCNC(=O)Oc1cccc(CN(C)CCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,active
330,COc1cc2c(cc1OC)C(=O)C(CCCCCCc1cccc(OC)[n+]1C)C2.O=S(=O)([O-])C(F)(F)F,active
331,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CC[N@@+](C)([O-])[C@@H]1N2C.Cl,active
332,CCCCCCNc1c2c(nc3ccc(OC)cc13)CCCC2.Cl,active
333,CCCCCCNC(=O)Oc1cccc(CN(C)CCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,active
334,c1ccc(CN2CCC(CCc3nsc4ccccc34)CC2)cc1,active
335,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2Cc1ccccc1,active
336,Cc1ccc2c(N)c3c(nc2c1)CCCC3,active
337,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.[Br-],active
338,CCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCO[C@@H]1O2,active
339,CNC(=O)Oc1cccc(C(C)N(C)C)c1.Cl,active
340,Cc1ccc2c(N)c3c(nc2c1)CCCC3,active
341,Nc1c2c(nc3ccccc13)CCCC2,active
342,CCCCNC(=O)Oc1cccc(CN(CCCOc2ccc3c(=O)c4ccccc4oc3c2)C(C)C)c1,active
343,CCN(CCCCCCNC1=CC(=O)C(NCCCCCCNC(=O)CCCCC2CCSS2)=CC1=O)Cc1ccccc1OC,active
344,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)NCCCC2,active
345,CCCCCCCNC(=O)Oc1cccc(CN(C)CCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,active
346,CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)Cc1cc2ccc(Cl)cc2s1,active
347,CN(CCOCCNC(=S)NC(=O)c1ccc2ccccc2c1)Cc1ccccc1,active
348,CCCCCCNc1c2c(nc3ccc(OC)cc13)CCCC2,active
349,Nc1c2c(nc3ccccc13)CCCC2,active
350,C[N+]1(Cc2ccccc2)CCC(CCC(=O)c2ccc3c(c2)OCCO3)CC1,active
351,CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2CCOCCOCCNc2c3c(nc4ccccc24)CCCC3)cc1,active
352,Cc1ccc2c(N)c3c(nc2c1)CCCC3,active
353,N#Cc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,active
354,Cc1c(C)c2ccc(OCCCN(C)Cc3ccccc3)cc2oc1=O.Cl,active
355,CN(CCCCOc1ccc2c3c(c(=O)oc2c1)CCCC3)Cc1ccccc1,active
356,COC(=O)c1ccc(C[n+]2ccc(CCC(=O)c3cc4cc(OC)c(OC)cc4s3)cc2)cc1,active
357,CN(CCOCCNC(=S)Nc1ccc(OC(F)(F)F)cc1)Cc1ccccc1,active
358,O=S(=O)(/N=C(\NCCCCCCCNc1c2c(nc3ccccc13)CCCC2)N1CC(c2ccccc2)C(c2ccc(Cl)cc2)=N1)c1ccc(Cl)cc1,active
359,COC(=O)c1ccc(C[n+]2ccc(CCC(=O)C3Cc4cc(OC)c(OC)cc4S3)cc2)cc1,active
360,Cc1c2[nH]c3ccc(O)cc3c2cc[n+]1C,active
361,Cc1cc(=O)oc2cc(OCc3ccc(CN(C)Cc4cccc(Cl)c4)cc3)ccc12.Cl,active
362,Cc1cccc2c3c(ccc12)C1=C(C(=O)C3=O)[C@@H](C)CO1,active
363,CCCCCCCCCCCCNc1c2c(nc3ccc(OC)cc13)CCCC2.Cl,active
364,C=CC[N+](C)(C)c1ccccc1OC.[Br-],active
365,CCCCCCCCc1noc(/C(=N/O)SCCN(CC)CC)n1,active
366,CCN(CC)CCNC(=O)c1ccc(N)cc1,active
367,COc1cc2cc(C(=O)C3CCC[N+](C)(CC#N)CC3)sc2cc1OC,active
368,C=CC[N+](C)(C)c1cccc(OC(C)=O)c1.[Br-],active
369,COC(=O)c1cc2c(N)c3c(nc2nc1C)CCCC3,active
370,Cc1cc(-c2ccc3c(c2)OCO3)nnc1NCCN1CCCCC1,active
371,CCN(CC)c1ccc(/C=C/c2ccc3ccccc3[n+]2C)c(OC)n1.[I-],active
372,CCN(CC)CCNC(=O)c1ccc(N)cc1,active
373,O=C1c2ccccc2CCN1CCC1CCN(Cc2ccccc2)CC1,active
374,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,active
375,FC(F)(F)Oc1ccc(/C=N/C2CCN(Cc3ccccc3)CC2)cc1,active
376,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C.[Br-].[Br-],active
377,C=CCC[N+](C)(C)c1ccccc1O.[Br-],active
378,COc1ccc(C(=O)COc2ccc([N+](C)(C)Cc3ccccc3)cc2)cc1OC.[Br-],active
379,O=C1NCCCc2c1c1ccccc1n2CCc1ccc(F)cc1,active
380,COc1cc2cc(CC3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],active
381,Nc1c2c(nc3ccc(Cl)cc13)OCCC2,active
382,CN(CCOCCNC(=S)Nc1cccc2ccccc12)Cc1ccccc1,active
383,CN1CCN(C2CCN(C(=O)COc3ccc(-c4ccccc4)cc3)CC2)CC1,active
384,c1ccc(-c2ccc(NCCCCCN3Cc4ccccc4CN3)nn2)cc1,active
385,CC(C)(C)c1cc[n+](Cc2ccccc2C[n+]2ccc(C(C)(C)C)cc2)cc1.[Br-].[Br-],active
386,C=CC[N+](C)(C)c1ccc(OCC(=O)c2ccc(OC)c(OC)c2)cc1.[Br-],active
387,c1ccc(C(Nc2ccnc(N3CCN(C4CCCCC4)CC3)n2)c2ccccc2)cc1,active
388,COc1ccc2nc3c(c(N)c2c1)CCCC3,active
389,CCN(CCOCCNC(=O)NCc1ccccc1)CC1CCCCC1,active
390,COc1ccc(C(=O)COc2ccc([N+](C)(C)C)cc2)cc1OC.[Br-],active
391,CC1CCN(C(=O)c2ccccc2)CC1,active
392,CN(C)C(=O)Oc1ccc(-c2cn3c(C(F)(F)F)cccc3[n+]2C)cc1.[Cl-],active
393,COc1ccc2nc3c(c(N)c2c1)CCCC3,active
394,COc1ccc(C(=O)COc2cccc([N+](C)(C)C)c2)cc1OC.[Br-],active
395,COc1ccc2nc3c(c(N)c2c1)CCCC3,active
396,COc1ccc(Cn2cc(C(=O)NCCCCCCNc3c4c(nc5ccc(OC)cc35)CCCC4)c(=O)c3ccccc32)cc1,active
397,CCCN1CCCC(c2cccc(OC(=O)NC(C)C)c2)C1,active
398,CN[C@@H](CCOc1ccc([N+](=O)[O-])cc1)c1ccc(OC(=O)N(C)C)cc1,active
399,N#Cc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,active
400,N#Cc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,active
401,CN[C@@H](CCOc1ccc([N+](=O)[O-])cc1)c1ccc(OC(=O)N(C)C)cc1,active
402,N#Cc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,active
403,Cc1ccc(C2=CSC3=NC4=C(CNC/C4=C/c4ccc(Br)cc4)C(c4ccc(Br)cc4)N23)cc1,active
404,O=C(/C=C/c1ccc(O)cc1)NCCC1CCN(Cc2ccccc2)CC1,active
405,Cc1cccc(C2NC(=S)Nc3nc4c(c(N)c32)CCCC4)c1,active
406,COc1cc(Br)c(CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1OC,active
407,Nc1c2c(nc3nc(-c4ccccc4)cc(C(F)(F)F)c13)CCCCC2,active
408,Cc1cccc2c1ccc1c3c(c(=O)oc(=O)c12)[C@@H](C)CO3,active
409,COc1cc(CNCCCCCCNC2=CC(=O)C(NCCCCCCNCc3ccc(O)c(OC)c3)=CC2=O)ccc1O,active
410,O=C1CSC(c2ccc(F)cc2)N1c1ccc2oc(=O)ccc2c1,active
411,N#Cc1ccc(CN2CCC(Nc3nc(-c4ccc(Cl)cc4)c(-c4ccc(Cl)cc4)s3)CC2)cc1,active
412,N#CC1=C(N)N2CCCNC2=C([N+](=O)[O-])C12C(=O)Nc1ccccc12,active
413,Cl.Nc1c2c(nc3ccccc13)CCCC2,active
414,O=C1C(NCCCNc2c3c(nc4ccccc24)CCCC3)=CC(=O)c2c(O)cccc21,active
415,COc1cc2[se]n(CCCCC3CCN(Cc4ccccc4)CC3)c(=O)c2cc1OC,active
416,CN(C)C(=O)N[C@H]1CCc2ccc(O)cc2C1,active
417,Nc1c2c(nc3ccccc13)CCCC2,active
418,COc1ccc(C(F)(F)F)c[n+]1CCCCCOc1ccc2c(C)cc(=O)oc2c1.O=S(=O)([O-])C(F)(F)F,active
419,COc1cc(N)c(Cl)cc1C(O)CCC1CCN(CC2CCCCC2)CC1,active
420,COC(=O)C1=C(C)OP(=O)(OC)OCC1,active
421,c1ccc2[nH]c(-c3ccc(OCCN4CCCCC4)cc3)nc2c1,active
422,COc1cc(CNc2ccnc(NC3CCN(Cc4ccccc4)CC3)n2)cc(OC)c1OC,active
423,CN(CCCCCCCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1ccccc1,active
424,COc1ccc2c(c1)c(CC(=O)NCCCNCCCNC1=CC(=O)C(NCCCNCCCNC(=O)Cc3c(C)n(C(=O)c4ccc(Cl)cc4)c4ccc(OC)cc34)=CC1=O)c(C)n2C(=O)c1ccc(Cl)cc1,active
425,COc1cccc2cc(CN(CCCCCCNc3c4c(nc5ccccc35)CCCCC4)Cc3cc4cccc(OC)c4o3)oc12,active
426,Nc1cc(-c2cccs2)nc2nc(-c3ccccc3)cc(C(F)(F)F)c12,active
427,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,active
428,c1cc(-c2cc3c(cn2)[nH]c2ncc(-c4ccc(CN5CCCCC5)cc4)cc23)cnn1,active
429,COc1ccccc1CN(C)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(C)Cc1ccccc1OC,active
430,CN(CCC(=O)NCCCCNc1c2c(nc3ccccc13)CCCC2)C1CCCCC1,active
431,Oc1cc(/C=N/c2c3c(nc4ccccc24)CCCC3)cc(O)c1O,active
432,COc1ccc(C(=O)CCc2cccc([N+](C)(C)Cc3ccccc3)c2)cc1OC.[Br-],active
433,COC(=O)C1=C(C)OP(=O)(OC)OCC1,active
434,CCCCCCCNC(=O)Oc1cccc(Cn2cc(COc3ccc4ccc(=O)oc4c3)nn2)c1,active
435,CN(CCCCCCCCN1C(=O)c2ccccc2C1=O)Cc1cccc(Cl)c1.Cl,active
436,CN(C)CCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,active
437,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(OC)cc1)CCCC3,active
438,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(OC)cc1)CCCC3,active
439,O=C1/C(=C/c2ccc(F)cc2)COc2cc(OCCCCCCNc3c4c(nc5ccccc35)CCCC4)ccc21,active
440,Cl.O=[N+]([O-])c1ccc(-n2cc(COc3ccc(/C=N/Nc4c5c(nc6ccccc46)CCCC5)cc3)nn2)cc1,active
441,C(=N/Nc1c2c(nc3ccccc13)CCCC2)\c1ccc(OCc2cn(Cc3ccccc3)nn2)cc1.Cl,active
442,COc1ccc2nc3c(c(N)c2c1)CCCC3,active
443,COc1ccc2nc3c(c(N)c2c1)CCCC3,active
444,COc1ccc(C(F)(F)F)c[n+]1CCC[n+]1cc(C(F)(F)F)ccc1OC.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F,active
445,O=C(c1cccc(Cl)c1Cl)n1nc(OCCN2CCCCC2)c2ccccc21,active
446,CCN(C)C(=O)Oc1cccc2c1C(N)CC2.Cl,active
447,Cc1ccc(C(=O)c2c(-c3ccc(OCCCCCCCN(C)Cc4ccccc4)cc3)oc3ccccc23)cc1,active
448,COc1cc2[se]n(-c3ccc(CCN4CCCCC4)cc3)c(=O)c2cc1OC,active
449,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,active
450,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,active
451,C=CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccc([N+](=O)[O-])c1)CC(C)(C)CC3,active
452,Cc1cc(=O)oc2cc(OCCSC(=S)N(C)C)ccc12,active
453,CCC1=CC2Cc3nc4cc(F)ccc4c(N)c3C(C1)C2,active
454,CCOC(=O)c1ccc2nc(-c3cccnc3)c3c(c2c1)N(Cc1ccccc1)CCC3,active
455,C[n+]1ccn(COCC(C)(C)[N+](=O)[O-])c1/C=N/O.[Cl-],active
456,CC1(C)C(=O)CC[C@]2(C)[C@H]3CC[C@H]4C(=CC(=O)[C@H]5C(C)(C)[C@H](O)CC[C@]45C)C[C@]3(C)CC[C@@H]12,active
457,CN(C)CCOc1ccc(-c2nc3ccccc3[nH]2)cc1,active
458,CN(Cc1ccccc1)Cc1ccc(C(=O)c2ccc(OCCCN3CCOCC3)cc2)cc1,active
459,CNC1CCc2ccc(OC(=O)N(C)C)cc21.Cl,active
460,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,active
461,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCNC2,active
462,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,active
463,CC1(C)CNC2=C([N+](=O)[O-])C3(C(=O)Nc4ccc(F)cc43)C(C#N)=C(N)N2C1,active
464,c1ccc2c(c1)CN[C@@H](CN(CC[C@H]1CCCNC1)[C@H]1CCCc3cccnc31)C2,active
465,CCN(CCCCCCNc1ccc(Cc2ccc(NCCCCCCN(CC)Cc3ccccc3OC)cc2)cc1)Cc1ccccc1OC,active
466,CC(C)(CN1C(=O)c2cccc3cccc(c23)C1=O)C[N+](C)(C)CCCCCCCCCC[N+](C)(C)CC#CCOC1=NOCC1.[Br-].[Br-],active
467,CC1=C(CCN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)C(=O)C2CCCCC2=N1,active
468,C=C(C)[C@@H](O)CC[C@]1(C)[C@@H](CC=C(C)C)C[C@]2(CC=C(C)C)C(=O)C3=C(O[C@H](C(C)(C)O)C3)[C@@]1(C(=O)C(C)C)C2=O,active
469,COc1ccc(C(O)c2nccc3cc(OC)c(OC)cc23)cc1OC,active
470,CCCCNC(=O)Oc1ccc2c(c1)C1CCN(CC)C1C2,active
471,CCCCNC(=O)Oc1ccc2c(c1)[C@@H]1CCN(CC)C1C2,active
472,Cc1cc(=O)oc2cc(OCc3cc[n+](Cc4ccc([N+](=O)[O-])cc4)cc3)ccc12.[Br-],active
473,CC(=O)N(CCC1CCN(Cc2ccccc2)CC1)c1ccncc1,active
474,COc1cc(/C=C/C(=O)NCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OCc1nc(C)c(C)nc1C,active
475,C#CCN[C@@H]1CCc2ccc(OC(=O)N(C)CCC)cc21.Cl,active
476,Nc1c2c(nc3c1C(c1ccccc1)NC(=S)N3)CCCC2,active
477,O=c1c2cc(OCCCN3CCCCC3)ccc2nc2n1CCC2,active
478,O=c1c2ccccc2[se]n1-c1ccc(CN2CCCCC2)cc1,active
479,CC(C)=CC[C@H]1C[C@@]2(CC=C(C)C)C(=O)[C@](C(=O)C(C)C)(C(=O)C3=C2O[C@H](C(C)(C)O)C3)[C@]1(C)CCC(=O)C(C)C,active
480,CN(CCCOc1ccc2ccc(=O)oc2c1)Cc1cccc(OC(=O)NCCCCCCc2ccccc2)c1,active
481,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2[C@H]1c1cccc([N+](=O)[O-])c1)CCCC3,active
482,CCCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C,active
483,Cc1ccc(C2=CSC3=NC4=C(CNC/C4=C/c4ccc(Cl)cc4)C(c4ccc(Cl)cc4)N23)cc1,active
484,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(Cc3ccccc3)C1N2Cc1ccccc1,active
485,Nc1c2c(nc3cc(Cl)ccc13)CC(CNC(=O)CCCCC1CCSS1)CC2,active
486,Cc1ccc(CN2CCC(Nc3nc(-c4ccc(C)cc4)c(-c4ccc(C)cc4)s3)CC2)cc1,active
487,CC(c1ccc2c(c1)oc(=O)c1ccccc12)N(C)C.Cl,active
488,O=c1c2ccccc2[se]n1-c1ccc(OCCN2CCCCC2)cc1,active
489,COc1cc(O)c(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1C/C=C(\C)CCC=C(C)C,active
490,Nc1c2c(nc3ccc(Cl)cc13)C1CCC2C1,active
491,CC(=O)NCCc1c[nH]c2ccc(OC(=O)NCCNc3c4c(nc5ccccc35)CCCC4)cc12,active
492,CC(=O)NCCc1c[nH]c2ccc(OC(=O)NCCNc3c4c(nc5ccccc35)CCCC4)cc12,active
